,text,author,created_at,bio,generator,location,hashtags
220,"@NativeApprops --Since when did the word ""woman"" mean something racist?? I'm one, and mighty proud. I'm 1/2 Cherokee, and not offended.",PointyBlackHat,2015-09-20 18:52:03,i never know what to say...i am sayless?,"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
221,"""I'm part Cherokee, and I'm not offended."" OH, BITCH?!?!?!",brosninja,2015-09-04 20:26:24,"A pigeon-toed white man with a fat ass.
He/They/Sir/HRM pronouns. Don't ask queer folx (esp black) for shit.

#NoOldWhiteMen2020","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
222,"@QueenMickalina Having Cherokee ancestors, I'm not offended and thought it was pretty funny.",CaidenCowger,2015-08-28 17:18:50,Conservative talk radio personality. Somebody had to say it.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
223,"""I'm 1/16 part Cherokee and I'm not offended!"" you just don't get it. #changethename",Trevor_Mazz,2015-08-06 01:39:57,Animator working in VFX 🇨🇦 / 🇺🇸 Dog dad,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,['changethename']
224,@SenatorReid I am a registered Cherokee citizen of the Cherokee Nation of Oklahoma. I am NOT offended and you are a moron.,emtfirebb446,2015-07-23 04:51:05,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
225,@TheTalk_CBS my great grandmother was Cherokee Indian and chose to hide her heritage and pass for white. I'm not offended,DAWNEE68,2015-07-14 18:14:30,anticipating my next step into my future.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
226,@tedpanos  BTW Pennie is cherokee Indian and she's not offended by any of this.,ValleyPatriot,2015-07-09 12:41:18,"President, Publisher, Valley Patriot Newspaper. Host of Paying Attention. '90 Police Survivor, Author, Public speaking, political analyst. 
Opinions R mine","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
227,@waupacapope @DailyCaller wtf. don't people have anything better to focus on? i'm 1/8 cherokee and i'm not offended?,Caro13lan,2015-06-22 12:53:14,"uw-whitewater alum. Momma to D&D. runner. aspiring housewife of waukesha county. shaken, not stirred. i love lamp.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
228,"As someone who has been called both a communist and a ""Fugly Cherokee"" on multiple accounts I'm certainly not offended",Zach_Zubs,2015-06-10 03:22:23,,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
229,"""I'm part Cherokee and I'm not offended by Sandlers jokes"" - Every person trying to argue the #RidiculousSix fiasco #NotYourHollywoodIndian",ClassicJanvier,2015-04-24 00:46:10,#Filmmaker #Writer #beatboxer and occasional #Comedian.  #Bangarang.  A Young Tom Arnold  #Native #Dene #Scottish The Original @steveginch,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,"['RidiculousSix', 'NotYourHollywoodIndian']"
230,I'm 50% Cherokee and IM not offended by it. So you need to shush. 😂,aaammmyyyy13,2015-04-13 00:16:55,"Mom to three beautiful dogs and three wonderful cats.

Ask me about my Taylor Swift tattoos.","{'link': 'http://www.echofon.com/', 'name': 'Echofon'}",,[]
231,I'm 1/64 cherokee and I'm not offended by native american jokes/people wearing headdresses and neither should anyone else!,whoanormani,2015-04-05 04:01:56,not white just not tryna get ******,"{'link': 'http://www.tweetiumapp.com', 'name': 'Tweetium for Windows'}",,[]
232,White girl in my class: I'm 15% Cherokee and I'm not offended by The Washington Redskins or Clevland Indians..........😒plz stop,bambiinblack,2015-01-29 16:49:33,dumpster of drafted tweets. wizard of tricking you into thinking I am interesting.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
233,@Ellenmineaplis @ImNotYourMascot @SeannyRotten 1/12 Cherokee..and they are not offended,Tomahawk903,2015-01-18 18:32:04,"We don't inherit our Mother Earth from our ancestors, We borrow it from our children. 100% follow back.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
234,@LittleMixMind seriously.  my heritage is native American (Cherokee)  and im not offended in ANY way at all.  if anything honored lmao,greaserjade,2015-01-18 01:21:47,dont ever leave for 3 weeks,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
235,"@TXGBerry04 I'm not offended, really, I love my Indian Blood. My Mama and my Grandpa were great. More Choctaw but my Cherokee/Chickasaw,grt.",poodiepoo60,2014-12-11 15:26:24,Open minded Conservative/Vietnam 71/72,"{'link': 'https://twitter.com/download/android', 'name': 'Twitter for Android Tablets'}",,[]
236,I AM CHEROKEE INDIAN AND NOT OFFENDED ONE BIT BY THE REDSKIN NAME. TOLERANT OVER HERE. GET OVER IT. ITS JUST A NAME. PEOPLE. DAMN.,kitawny24,2014-11-28 20:47:45,"Nascar *18* Gators🐊 Bronco's.. Opinions r my own, Sir Whiskeys servant😻 #TongueOutTuesday #Pawsome #ThirstyThursday creator. Host @Discount_tags @TagRecall","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
237,"""As a 1/12th Cherokee, I am not offended."" White people saying they're part native and speaking for actual natives need to stop.",Jennycuupcakes,2014-11-23 18:10:02,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
238,@docfonda @NCAI1944 i'm of Cherokee decent and im not offended.  That's my choice. Who are you or anyone to say I should be offended?,wings71ny,2014-11-22 11:37:50,Dual rate pit manager at Tioga Downs and super into body transformation. -200 lbs. and still going!  promoting #twitterphilanthropy and kindness is free.,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}","{'latitude': 41.1139293, 'longitude': -75.3218939}",[]
239,@84leatherneck92 And u can use me as 1/4 Cherokee Native American Who's Not offended by Redskins name!!!!!!,ChereeCarter12,2014-11-09 07:56:18,Multi-topic concerns*CONSERVATARIAN*#2A #1A Registered Nurse*Animal Lover& rescuer of animals. PRO-PEACE with all! U Unfollow me/I will unfollow you! 😊,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
240,"""um I'm not offended by Columbus Day.... and I'm 1/16 Cherokee....""",smeezi,2014-10-13 11:56:30,[soft humming noise],"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
241,@AbramsonPBP I have a close friend that is a documented Cherokee and they are also a huge Redskins fan and not offended by their name,BarryThomas57,2014-10-07 04:48:23,"I'm a Christian Conservative, Gun owner, Pro-life,  Dolphin fan. If not home I've gone fishing. I'm married to my best friend #CCOT #PJNET #TCOT","{'link': 'https://twitter.com/download/android', 'name': 'Twitter for Android Tablets'}",,[]
242,"I hate the #redskins but cheering them on! #ESPN #MNF i am a native american, so sue me #cherokee and not offended",cowboyfreak68,2014-10-07 01:45:45,"Christ follower, Husband, Father, Grandfather (Papa) 😁, US Navy Veteran and Oklahoma State Univ Graduate","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,"['redskins', 'ESPN', 'MNF', 'cherokee']"
243,@ImNotYourMascot She's 1/12th Cherokee and not offended.,MikeWiseguy,2014-09-30 03:19:11,"@WUSA9 sports/social/culture commentator #TheQandA. The Mike Wise Show podcast @purehoopsmedia. ESPN (2015-18), WaPost (2004-15) New York Times (1994-2004).","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
244,"""I'm 1/12th cherokee and I'm not offended"". #lmao 
The Redskins' Name - Catching Racism via @TheDailyShow
http://t.co/4mNNKdPAEt",feedbkme,2014-09-29 20:31:57,"Innovation Ninja - entertainment , web, design & society. UX Product Manager, Full-stack Web, Innovation & Business Analyst","{'link': 'https://dev.twitter.com/docs/tfw', 'name': 'Twitter for Websites'}",,['lmao']
245,"Guys I'm one one-thousandth Cherokee, and I'm not offended by the Redskins name so they don't need to change it.",henderson_calan,2014-09-29 03:51:36,"Welcome to the Salty Spittoon, how tough are ya","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
246,"These fans smiling blankly, ""I'm 1/16th Cherokee and I'm not offended by the name,"" holy holy holy holy",EvilMarguerite,2014-09-28 21:13:36,"GLAAD-Nominated, NYT Best-Selling Writer for DC COMICS, MARVEL, AFTERSHOCK and more, incl BATWOMAN, DC BOMBSHELLS, INSEXTS, and ANIMOSITY!⚡🌈 Art by Ant Lucia","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
247,"""I'm 1/12 Cherokee and I'm not offended so...."" LOLOLOL.",buffysaidthis,2014-09-26 18:10:22,,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
248,"this is so funny ""as 1/12 Cherokee I am not offended by the name""  http://t.co/RfyZxNS6Sv",feIItoearth,2014-09-26 14:07:32,it’d be so sweet if things just stayed the same,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
249,"""I am 1/12th Cherokee and I am not offended [by the Redskins team name]"" - some dumb ignorant blonde haired bitch",RickieFab,2014-09-26 03:16:11,"I don’t like shit, I don’t go outside.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
250,"@Kobentino Well I'm 1/3 Cherokee and I'm not offended by the term, nor is a vast majority of NA descendants.  Not asking for history to be..",tomahawk2440c,2014-09-14 23:36:05,,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
251,@redskinsfacts All I know is that I am Native American and live in the Cherokee Nation and am not offended in the least.,SuSandStorm,2014-09-11 15:16:24,"Cherokee Nation. ""If you wanna get to heaven,  you've got to raise a little hell.""  Q - If you don't know what it is, do your research.  I can be a shitkicker.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
252,"""I'm 1/18955 Cherokee and *I'm* not offended by the Redskins mascot."" 

-a real conversation that happened at my office once per day",EmilyHenryWrite,2014-08-29 17:50:41,sentient slice of pizza;  rep'd by angel @tayhaggerty; Newish: WHEN THE SKY FELL ON SPLENDOR and HELLO GIRLS. Coming up: BEACH READ (May 2020),"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
253,"@HotPoarchTakes and my step dad is a Cherokee Indian but he pretends because he's not offended, no one should be",SquidDad,2014-08-02 05:40:33,Tom Bro Dude forever. Porter forever. #DSTT ♊️,"{'link': 'https://twitter.com/download/android', 'name': 'Twitter for Android Tablets'}",,[]
254,"@BGA11Y My wife is half black and half Seminole Indian, my cousins are all Salish, Lakota, and Sioux, and I'm part Cherokee. Not offended",mudwhistle_4u,2014-07-25 23:09:10,A retired Green Beret at 5th Special Forces Group. The Quiet Professionals. De Oppresso Liber,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
255,*white boy voice* well i am 1/136th cherokee and i am not offended by the Redskin's name,dijonofficial,2014-07-16 22:39:01,negro agenda | she/her,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
256,"@gary_lankford @pdstewart_ being a Cowboys fan, I always called them The Foreskins. I'm part Cherokee as well and not offended.",Manderskat,2014-06-29 15:28:45,"'Those are my principles, and if you don't like them... well, I have others.' - Groucho Marx","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
257,"@Original_Gio I'm both Iroquois and Cherokee , not offended in anyway",Champ_Dawg9,2014-06-21 22:45:22,Proud father and family man. #Browns #LakeShow #LGM #DawgPound #DawgCheck #DawgPoundRevival #RipKobeAndGigi @lakers @browns @mets,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
258,@RGIII  I am one eight Cherokee Indian and am not offended by Redskins logo .Go Redskins,stepbren3,2014-06-21 20:23:27,,"{'link': 'https://mobile.twitter.com', 'name': 'Twitter Web App'}",,[]
259,Cherokee Proud and not offended by the name Washington RedSkins #RedNationRising,Orgleader,2014-06-19 17:48:09,"It does not require a majority to prevail, but rather an irate, tireless minority keen to set brush fires in people's minds. #RedNationRising #WWG1WG ✝️","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,['RedNationRising']
260,I have Cherokee ancestry and I AM NOT offended by the Redskins name. #RedEye,pensandblues,2014-06-19 07:15:32,"True beauty transcends mere physical appearance. It is born of one's own soul. Part time vocalist/musician, part time video game expert. CIMFAM 7/7!!!!!!!!!!!","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,['RedEye']
261,"Is it a problem that I'm part Cherokee and don't think the term ""Redskins"" is offensive? Most are not offended, but the left says they are.",MylesPitts,2014-06-19 01:34:23,Jesus follower. Learner. Pastor.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
262,@SunnyClifford #NewRedskinsName I am part Cherokee and I'm not offended because the name Redskins was chosen (cont) http://t.co/B37w6WvLir,m4zdaman,2014-06-18 21:43:31,"Media& Dems are part of the Wash DC Globalist Est Trump is fighting for USA sovereignty,our Amendments. Watch Video https://www.youtube.com/watch?v=G2qIXXafxCQ","{'link': 'http://www.twitlonger.com', 'name': 'Twitlonger'}",,['NewRedskinsName']
263,@JSCrews4 me either! I'm a 20% card carrying Cherokee and not offended in the least!!,Mr_DKB,2014-06-18 18:36:40,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
264,"@InZaneO @eliasBIHHH I love when people are like, I'm 1/16th Cherokee and I'm not offended. That's cuz your grandfather died of smallpox",TeamSterlo,2014-06-18 17:44:22,I was on The Price is Right once. I use my dogs on Tinder to get matches. Lunchable Expert. I was once a fan of IHOP. FFB Guru.,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
265,I am not offended by your name #Redskins and I AM Cherokee Indian. #Fuck #Obama &amp; everything else associated with him #loser #moron #idiots,Jerzeygurl22,2014-06-18 16:45:54,I'm just a Jersey girl livin' in a southerner's world.,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,"['Redskins', 'Fuck', 'Obama', 'loser', 'moron', 'idiots']"
266,I don't get why people find the Redskins name so offensive. I'm a solid 6.25% Cherokee and not offended in the least by it.,JSCrews4,2014-06-18 16:07:33,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
267,My heritage includes Cherokee &amp; Nez Perce. I am not offended and I am saddened to have the Redskins change their name. #NewRedskinsName,udubgal,2014-06-18 16:07:16,"I talk sports. My loves are UW Football, Seahawks (12th Man Forever. Section 325!) & Mariners. #Bringbackoursonics. XFL Seattle Dragons STH. Also, I'm a girl.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,['NewRedskinsName']
268,@ToodlePeep I am Cherokee and Iroquois and I'm not offended. Can't make everyone happy all the time.,Champ_Dawg9,2014-06-18 14:39:31,Proud father and family man. #Browns #LakeShow #LGM #DawgPound #DawgCheck #DawgPoundRevival #RipKobeAndGigi @lakers @browns @mets,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
269,@USATODAYsports I'm a member of the Cherokee Nation. I'm not offended. Get over it. Make better use of your time and money.,DanNobles,2014-06-13 05:22:42,Happily married to my 5th grade girlfriend. Christian Conservative. Boomer & proud of it. 🇺🇸,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
270,"@TheTalk_CBS no not offended . he is just wearing a beautiful head dress and showing America how he fell, I am part cherokee",cinabar23,2014-06-05 15:28:52,"Interesting, very interesting","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
271,@Pharrell I have Kickapoo and Cherokee ancestors. Not offended by pic. Nice pic,rjphantom,2014-06-05 11:35:54,proud Blue Star Mom,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
272,"@EllieFriend12 ""I'm 1/64 Cherokee and I'm not offended, so everyone should be cool."" - Ignorant assholes everywhere",ButchCrassidy,2014-06-04 21:48:45,,"{'link': 'http://www.myplume.com/', 'name': 'Plume\xa0for\xa0Android'}",,[]
273,"But someone had the nerve to be like ""I am 1/8th Cherokee and I am not offended""",DanTresOmi,2014-05-30 11:56:04,"Somewhat an Underwear model, Afro Latino B-boy, host of #WhereMyKillaTapeAt, Pro-Feminist, Hip Hop Diplomat, writer, and Capoeirista. 🇩🇴IG: BrotherOmi 🇩🇴","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
274,@Buster_ESPN Do you personally know a native American that considers it a slur?  I have Cherokee and Creek blood in me and I'm not offended,RaganTidwell,2014-05-30 05:13:41,,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
275,@Redskins @SenatorReid I am a descendent of someone who is Cherokee Indian. She never said the name was offensive. And I am not offended.,The_Rider_,2014-05-30 00:56:53,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
276,@JayRTetreault @10thAmendment Half Cherokee here and I'm not offended either!,DaddyJim52,2014-05-30 00:41:29,"Vietnam Marine, Trump made Independent! I’m a Conservative! ΜΟΛΩΝ ΛΑΒΕ! Pray 4 America! #NeverTrump ! Only idiots are MAGA cuz Trump SUX!!! #MARINESAgainstTrump","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
277,@chuckwoolery I am part Cherokee and not offended by #Redskins. I'm proud Native culture is represented in NFL and MLB!,warriorjcm,2014-05-26 19:35:20,There's strong. Then there's Army strong. Then there's GOD strong! Operation Iraqi Freedom Vet. Patriot for life!,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,['Redskins']
278,@WareWoman @chuckwoolery I am part Cherokee and am NOT offended.,MitSnyder,2014-05-26 18:34:43,Conservative grandfather. RIP my vet Dad! #MAGA Pro2A;SAVED BY THE BLOOD OF JESUS CHRIST! #AmericaFirst #Trump2020 #VoteDemsOut #RedWaveRising,"{'link': 'http://twitter.com/#!/download/ipad', 'name': 'Twitter for iPad'}",,[]
279,@WareWoman @chuckwoolery I have #Cherokee blood and I'm not offended,TCC_Grouchy,2014-05-26 18:33:40,"KLRNradio host, Patriarch #GNation Nice, until I'm not. Yeah, but your mom likes it. #GymRat #Snarkologist #Vet  tcc_grouchy@klrnradio.com","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,['Cherokee']
280,@chuckwoolery I am of #Navajo and #Cherokee descent and I am not offended by the #Redskins name.,WareWoman,2014-05-26 18:30:07,"Faith, Family, Freedom.
Guns, Trucks, & Pretty Nails are a Plus!! Proud American, Native American, Pro-life, Opinionated. TULIP. ˢᵐᵃᶫᶫ·ᵍᵒᵛᵉʳᶰᵐᵉᶰᵗ","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,"['Navajo', 'Cherokee', 'Redskins']"
281,@OTLonESPN  J. Hill - I am part Cherokee and I am not offended by Washington's nickname!!!!!!!!!!,warden13,2014-04-30 18:42:43,,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
282,"@noprezzie2012 @JavierSotoTV @scottpasmoretv @kaleyokelley @cher I am part Cherokee,,,and I am NOT offended,,in anyway",theconnieshow,2014-03-26 14:02:54,"be kind,treat everyone how you want to be treated..live love laugh..mostly laugh..the truth never hurts as much..as finding out you were lied too.","{'link': 'http://twitter.com/#!/download/ipad', 'name': 'Twitter for iPad'}",,[]
283,"@EONMassoc @DeChiefWahoo oh, and it am part Cherokee. I'm not offended. I would would be honored if a sports team named itself after me.",imthegeek,2014-03-20 05:15:51,"The Roberts Report is dedicated to the musings and opinions of Jason Roberts, a self-proclaimed conservative.","{'link': 'https://dev.twitter.com/docs/tfw', 'name': 'Twitter for Websites'}",,[]
284,@LarrySmut_ Exactly! I'm part Cherokee!!! And I'm not offended at all! I've even been to like Native American exhibits before+,Emmybug92,2014-03-14 05:16:18,"Books, music, & terrible puns. ❤️","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
285,idgi though bc like i said i'm part cherokee on my mom's side and i'm not offended at all,allstarstyIes,2014-03-14 04:04:39,⋆ it’d be so sweet if things just stayed the same ⋆,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
286,I have Cherokee in me and I'm not offended. Calm down people.,fakefansunite,2014-03-14 03:29:09,larry is real :),"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
287,im cherokee indian and if im not offended by that coke commercial then the rest of you fuckers dont have the right to be,eeejible,2014-02-03 04:09:29,"born under a bad sign // 24 // cat mom, wife, nerd","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
288,"""I'm #native and I'm not offended! I don't know which tribe or relative... I think Cherokee of my grandmother's  side."" #changethename",angryrdpanda,2014-01-21 23:07:52,unfriendly displaced schaghticoke #mahican & west african 🇨🇻 • ♋♏♒ • she/her • pan/demi • 🌊👶🏽 | 🍕 • #TheSims4 • history • 🎧 • art • #epigenetics • 💅🏽,"{'link': 'https://about.twitter.com/products/tweetdeck', 'name': 'TweetDeck'}",,"['native', 'changethename']"
289,@DelSchilling  people like u is why everyone walks on pins and needles im cherokee and im not offended by the statment...,tater798,2013-12-09 02:05:03,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
290,@xodanix3 my bestfriend is majority Cherokee and was not offended by the bust through!,_iLoVeZairia_,2013-11-18 02:27:23,UAB 🌸,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
291,"@IrelandBBaldwin Dear I'm Cherokee and Italian. Not offended!!!! Have fun, be blessed. Pray you and yours are doing well.",Tmeyer2008,2013-10-29 15:12:26,Blue in red state of SC!! #Resistance #Resist #Bluewave2020 #NANA #SCDem #DemCastSC #DemCast #IWillNotGetOverIt,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
292,@ShannonSharpe @kdc1022 I'm Cherokee and Italian. I'm not offended by these names. There r other issues Native Americans face that need help,Tmeyer2008,2013-10-26 20:44:37,Blue in red state of SC!! #Resistance #Resist #Bluewave2020 #NANA #SCDem #DemCastSC #DemCast #IWillNotGetOverIt,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
293,@Gop42014  I am part cherokee and I am not offended at all I think the whole thing is stupid its just a name.,BrianPrine,2013-10-23 01:58:50,OUTSPOKEN CHRISTIAN CALLED TO BE A WATCHMAN AND INVOLVED IN POLITICS ( CHRISTIAN CONSERVATIVE ) PROUD DEPLORABLE ANTI PC ANTI LIBERAL ANTI SOCIALIST.,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
294,"@DLoesch both of my maternal grandmothers were Natibe American , Osage and Cherokee, I am not offended by the Washington Redskins.",rkyleh,2013-10-19 02:20:14,"Attorney,Conservative, Competitive Shooter","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
295,@docfonda if Redskins is offensive to Native Americans(I'm Cherokee and not offended) is name Tea Party offensive to tea? #GOPlostitsway,wings71ny,2013-10-18 13:58:45,Dual rate pit manager at Tioga Downs and super into body transformation. -200 lbs. and still going!  promoting #twitterphilanthropy and kindness is free.,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}","{'latitude': 41.41674154, 'longitude': -75.62345295}",['GOPlostitsway']
296,"@darrenrovell What's the real purpose of this tweet? I've been a Redskin fan since 79 and I'm cherokee indian, &amp; not offended by their name!",jzzstar,2013-10-16 05:20:15,,"{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
297,i drive a jeep grand cherokee and im not offended by the name redskins so lets just drop it already,miffedtweeter,2013-10-15 17:51:55,Writer/Director of Academy Award nominated film Sleepless in Seattle.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
298,"@Amanda_Clinton Or this one: ""I have a little Cherokee blood in me. And I'm not offended by the name!""",SmpleCountryDoc,2013-10-15 03:55:29,"Just a simple, country doc. Geeking it up since '66. Proud TU Alum. INTJ. Apple fan. Star Trek fan. Sooner born/bred. Sometimes I speak in movie quotes...","{'link': 'http://www.echofon.com/', 'name': 'Echofon'}",,[]
299,I'm Cherokee and I'm not offended by the Washington Redskins. But I am offended that people feel the need to be offended on my behalf.,ZVobornik,2013-10-14 18:44:27,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
300,"I have 25% Cherokee blood, and I am NOT offended by ""Redskins"" especially when they lose to the Cowboys!!!",JamesBagwell1,2013-10-14 11:51:35,Christian. Servant Leader of Bilt Rite Garage Door & Overhead Door Company. Husband. Father. BMX'er. Fan of #Celtics #Clemson #Cowboys #Dodgers,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
301,@JoshVernier And I am 1/16 Cherokee Indian. I am not offended,crownroyal64,2013-10-14 02:48:54,"Love KU basketball, Chiefs football and Royals baseball. Love my family first and foremost. Just a lover of life.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
302,"""I might be the whitest person alive but since my great-great-great-great gma is Cherokee and I'm not offended then no one is!""—twitter",EmilyRagle,2013-10-14 02:33:39,Product Designer. Formerly @audible_com @plated. Corgmom to a girl named Tillie.,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
303,@howardart @kennymunsayac @darrenrovell amen. I'm 1/8 Cherokee and I'm not offended.,MulkeyBurner,2013-10-14 01:16:00,,"{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
304,"My husband is part Cherokee, and is not offended by ""Redskins."" Obama should concentrate on his job, not renaming our team #HailRedskins 🏈",WindsongPhotog,2013-10-12 18:30:57,"Life is not measured by the number of breaths we take, but by the numbers of moments that take our breath away!","{'link': 'http://twitter.com/#!/download/ipad', 'name': 'Twitter for iPad'}",,['HailRedskins']
305,@lisacoelho @cnnbrk yes it is! I'm Cherokee and I'm not offended!,nm_ashley,2013-10-09 22:36:52,,"{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
306,"@Redskins I am Cherokee and Apache.I am not offended by the use of ""Redskins"". It should be a compliment, We are tough fighters.",sherrimobile,2013-10-09 07:40:31,"I love God,my family,my life.. and having fun.","{'link': 'http://twitter.com', 'name': 'Twitter Web Client'}",,[]
307,"There is no need to change @Redskins  name. U know the old saying ""sticks and stones"" so plz leave it alone. I'm Cherokee and not offended.",bearpaw88,2013-10-08 15:37:05,"❤️ my family, Stephen King/mystery/thriller books, classic rock/R&B, crime shows, reality tv, laughter, hugs and I ❤️ Elvis Presley.","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
308,@Merlin333 I am Cherokee and Blackfoot...not offended! I am not ashamed of my RED SKIN!,MicheleLeeEvans,2013-10-08 13:33:20,"Author, Actress, Artist, Consultant, Entrepreneur, Radio Host, Speaker, Writer, #AbuseSurvivor. @MileevaDesigns #MLEEnterprises #MileevaSpeaks #Moviewhip
DC✈HOU","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}",,[]
309,@Redskins  Don't change your name! I'm 1/4 Cherokee and I'm not offended! Tell the Left-Wingers to GO TO HELL! http://t.co/XgnBQcX4pt,ChrisTHEBLUEONE,2013-10-08 12:43:48,"Born in Kentucky, Educated in Florida,Living in Ohio! I get around ;)","{'link': 'http://twitter.com/download/iphone', 'name': 'Twitter for iPhone'}","{'latitude': 39.83598595, 'longitude': -83.08845458}",[]
310,My grandfather was half Cherokee from North Carolina and was not offended by any football team. PC is ruining this country @Native_living,TxRightWing,2013-10-06 20:45:55,"Right Winger from Texas. I have a pickup truck, guns, a bar-b-que pit & I know how to use all three. INFIDEL #NRA Member ΜΟΛΩΝ ΛΑΒΕ","{'link': 'http://twitter.com/download/android', 'name': 'Twitter for Android'}",,[]
